success,family,n_qubits,seed,n_t_gates,gf2_rank,nullity,predicted_chi,ofd_chi,ofd_entropy,m_ofd,ofd_rate,nodis_chi,nodis_entropy,structural_bound,structural_satisfied,optimal_satisfied,greedy_optimal,tightness,chi_reduction,log2_chi_ofd,log2_chi_nodis,log2_predicted,log2_structural
true,"Bell State / EPR Pairs",7,2407288070,7,2,5,32,2,0.000000,2,0.285714,2,0.000000,32,true,true,true,0.200000,1.000000,1.0000,1.0000,5.0000,5.0000
true,"Bell State / EPR Pairs",7,918000158,7,3,4,16,1,0.000000,3,0.428571,2,0.000000,16,true,true,true,0.000000,0.500000,0.0000,1.0000,4.0000,4.0000
true,"Bell State / EPR Pairs",7,845940687,7,4,3,8,2,0.000000,4,0.571429,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",7,1178049064,7,4,3,8,1,0.000000,4,0.571429,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",7,2758377617,7,3,4,16,2,0.000000,3,0.428571,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"Bell State / EPR Pairs",8,1704677716,8,3,5,32,2,0.000000,3,0.375000,2,0.000000,32,true,true,true,0.200000,1.000000,1.0000,1.0000,5.0000,5.0000
true,"Bell State / EPR Pairs",8,3551356148,8,3,5,32,2,0.000000,3,0.375000,2,0.000000,32,true,true,true,0.200000,1.000000,1.0000,1.0000,5.0000,5.0000
true,"Bell State / EPR Pairs",8,2083149621,8,4,4,16,2,0.000000,4,0.500000,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"Bell State / EPR Pairs",8,25126134,8,3,5,32,2,0.000000,3,0.375000,2,0.000000,32,true,true,true,0.200000,1.000000,1.0000,1.0000,5.0000,5.0000
true,"Bell State / EPR Pairs",8,1683145319,8,3,5,32,2,0.000000,3,0.375000,2,0.000000,32,true,true,true,0.200000,1.000000,1.0000,1.0000,5.0000,5.0000
true,"Graph State",4,3717129949,4,3,1,2,2,0.000000,3,0.750000,2,0.000000,2,true,true,true,1.000000,1.000000,1.0000,1.0000,1.0000,1.0000
true,"Graph State",4,752088962,4,3,1,2,2,0.000000,3,0.750000,4,0.416496,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Graph State",4,3574725703,4,1,3,8,2,0.000000,1,0.250000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Graph State",4,943344553,4,2,2,4,2,0.000000,2,0.500000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Graph State",4,3623502855,4,3,1,2,2,0.000000,3,0.750000,2,0.000000,2,true,true,true,1.000000,1.000000,1.0000,1.0000,1.0000,1.0000
true,"Graph State",5,1449277012,5,3,2,4,2,0.000000,3,0.600000,4,0.416496,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
true,"Graph State",5,2549290640,5,3,2,4,1,0.000000,3,0.600000,2,0.693147,4,true,true,true,0.000000,0.500000,0.0000,1.0000,2.0000,2.0000
true,"Graph State",5,3483128439,5,3,2,4,2,0.000000,3,0.600000,2,0.335322,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Graph State",5,2869400392,5,3,2,4,2,0.000000,3,0.600000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Graph State",5,2596755416,5,4,1,2,2,0.000000,4,0.800000,4,0.416496,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Graph State",6,1479146394,6,4,2,4,2,0.000000,4,0.666667,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Graph State",6,27088407,6,4,2,4,2,0.000000,4,0.666667,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Graph State",6,226425486,6,5,1,2,2,0.000000,5,0.833333,4,0.662271,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Graph State",6,1597476155,6,4,2,4,2,0.000000,4,0.666667,2,0.245775,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Graph State",6,4204201121,6,4,2,4,2,0.000000,4,0.666667,2,0.416496,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Graph State",7,2672552199,7,5,2,4,2,0.000000,5,0.714286,4,0.562335,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
